type,size,runtime
bubblesort,39837,4767826
bubblesort,93119,27962276
bubblesort,93735,28081259
bubblesort,47856,6953718
bubblesort,7806,127358
bubblesort,69317,15307950
bubblesort,59350,11262761
bubblesort,32025,2965240
bubblesort,62853,12390404
bubblesort,42956,5596466
bubblesort,58836,10768154
bubblesort,38736,4462096
bubblesort,29693,2413970
bubblesort,25798,1707166
bubblesort,7930,131701
bubblesort,26477,1845290
bubblesort,87698,24229375
bubblesort,89427,25471889
bubblesort,26017,1767666
bubblesort,18430,801064
bubblesort,21962,1203540
bubblesort,19993,958842
bubblesort,91230,26699442
bubblesort,69431,15290555
bubblesort,6598,93259
bubblesort,16239,608156
bubblesort,25674,1749786
bubblesort,79600,20174174
bubblesort,47454,6740329
bubblesort,68326,15049953
bubblesort,31491,2772706
bubblesort,74310,17411118
bubblesort,90303,26026929
bubblesort,53584,8919800
bubblesort,12563,338150
bubblesort,75607,18093350
bubblesort,98550,31282957
bubblesort,44305,5876866
bubblesort,85058,22990555
bubblesort,87661,24549527
bubblesort,32925,3201607
bubblesort,20588,1036404
bubblesort,40037,4815814
bubblesort,76733,18690053
bubblesort,73945,17212463
bubblesort,95334,29193873
bubblesort,32551,2768145
bubblesort,52271,8030050
bubblesort,57284,9749020
bubblesort,38052,4206092
bubblesort,84618,22209502
bubblesort,11656,283549
bubblesort,33708,3304615
bubblesort,52009,8333695
bubblesort,62359,11868001
bubblesort,7855,129721
bubblesort,76424,18157952
bubblesort,75493,17424963
bubblesort,11756,289096
bubblesort,40328,4688931
bubblesort,30216,2488760
bubblesort,42036,5047276
bubblesort,51867,8107734
bubblesort,30573,2527933
bubblesort,57577,10312950
bubblesort,57070,10014213
bubblesort,76256,18037028
bubblesort,92144,26663192
bubblesort,57168,9941543
bubblesort,24042,1474630
bubblesort,83919,22072129
bubblesort,50264,7540460
bubblesort,17908,716756
bubblesort,52157,8182092
bubblesort,74606,17457363
bubblesort,32605,2916725
bubblesort,94083,27935380
bubblesort,21081,1097497
bubblesort,79820,20267502
bubblesort,87576,24459489
bubblesort,33996,3356147
bubblesort,79076,19991276
bubblesort,43989,5903991
bubblesort,82030,21777378
bubblesort,70202,15444822
bubblesort,50047,7665165
bubblesort,63490,12453613
bubblesort,27017,2017260
bubblesort,19948,1011056
bubblesort,51952,8387204
bubblesort,25737,1851152
bubblesort,50541,8062353
bubblesort,40954,5027254
bubblesort,19210,885042
bubblesort,33813,3308891
bubblesort,84176,22508614
bubblesort,74555,17467819
bubblesort,73725,17037917
bubblesort,33442,3172590
bubblesort,78171,19623728
bubblesort,11945,306271
bubblesort,44271,5963651
bubblesort,10025,205702
bubblesort,54311,9278396
bubblesort,21380,1140394
bubblesort,67956,14643661
bubblesort,44333,5973526
bubblesort,17601,732411
bubblesort,45685,6429150
bubblesort,86831,24059134
bubblesort,34102,3401795
bubblesort,85710,23738484
bubblesort,27555,2012947
bubblesort,45288,6211223
bubblesort,30527,2637406
bubblesort,24011,1486151
bubblesort,39452,4552215
bubblesort,6332,85381
bubblesort,28010,2087105
bubblesort,50154,7736046
bubblesort,45912,6401279
bubblesort,52499,8489521
bubblesort,46212,6391157
bubblesort,56829,10067986
bubblesort,44404,5906418
bubblesort,29111,2288157
bubblesort,94437,28854611
bubblesort,33737,3279729
bubblesort,18276,769246
bubblesort,82058,21457434
bubblesort,39534,4568477
bubblesort,10971,256253
bubblesort,83966,22357893
bubblesort,60491,11442822
bubblesort,91371,26788354
bubblesort,50645,7979043
bubblesort,97849,30471756
bubblesort,93034,27750565
bubblesort,95946,29309287
bubblesort,69658,15129391
bubblesort,64088,12838106
bubblesort,85872,23383713
bubblesort,51723,8185917
bubblesort,54294,9263607
bubblesort,54230,8948407
bubblesort,28893,2256485
bubblesort,16216,593605
bubblesort,55369,9513569
bubblesort,10922,268802
bubblesort,94825,29183954
bubblesort,49102,7240726
bubblesort,35575,3695511
bubblesort,14400,455552
bubblesort,64991,13083080
bubblesort,95361,28823806
bubblesort,74861,17871684
bubblesort,82749,21980672
bubblesort,32310,2953990
bubblesort,32220,2917463
bubblesort,19750,1001854
bubblesort,99747,32239795
bubblesort,67849,14561575
bubblesort,25372,1782753
bubblesort,99457,32049842
bubblesort,46660,6382019
bubblesort,51993,8273056
bubblesort,40259,4821484
bubblesort,18210,772955
bubblesort,70339,15535305
bubblesort,59868,10997520
bubblesort,52213,8339939
bubblesort,6069,78299
bubblesort,41806,5170510
bubblesort,54019,8914753
bubblesort,51065,7988062
bubblesort,78965,19867698
bubblesort,22523,1320228
bubblesort,78397,19646325
bubblesort,41973,5117216
bubblesort,86211,23623441
bubblesort,62962,12524142
bubblesort,6035,76902
bubblesort,62089,12042506
bubblesort,73805,17215045
bubblesort,38316,4334650
bubblesort,50403,7802570
bubblesort,21860,1193500
bubblesort,37959,4227132
bubblesort,39939,4783629
bubblesort,13517,417457
bubblesort,33805,3298764
bubblesort,51581,8025128
bubblesort,57877,10486047
bubblesort,15663,531198
bubblesort,45784,6216563
bubblesort,74182,17421932
bubblesort,97885,30665002
bubblesort,32734,3032149
bubblesort,40566,4898955
bubblesort,70331,15640983
bubblesort,12262,329197
bubblesort,88302,25264011
bubblesort,50562,7874923
bubblesort,57467,10282122
bubblesort,79738,20046346
bubblesort,52523,8460424
bubblesort,97807,30744463
bubblesort,26548,1895456
bubblesort,9794,191552
bubblesort,12051,339902
bubblesort,90166,26145779
bubblesort,98572,31552018
bubblesort,74850,17881686
bubblesort,44781,6035467
bubblesort,95313,29575824
bubblesort,47927,7082692
bubblesort,12169,329383
bubblesort,26519,1874797
bubblesort,77644,19156950
bubblesort,23960,1446975
bubblesort,75227,17697577
bubblesort,6689,95633
bubblesort,45391,6249289
bubblesort,19288,902253
bubblesort,11384,278075
bubblesort,35440,3628229
bubblesort,86062,23272341
bubblesort,8288,145008
bubblesort,98836,31164770
bubblesort,27315,2046333
bubblesort,44386,6079768
bubblesort,65300,13474354
bubblesort,84985,23143526
bubblesort,37530,4206145
bubblesort,17178,715039
bubblesort,91663,27196090
bubblesort,23127,1379916
bubblesort,67666,14241568
bubblesort,26293,1899487
bubblesort,39634,4557506
bubblesort,92132,27449055
bubblesort,12647,357693
bubblesort,56600,9824939
bubblesort,5935,76417
bubblesort,81296,21290997
bubblesort,90603,25898857
bubblesort,48813,6861413
bubblesort,25748,1667562
bubblesort,17695,704064
bubblesort,13930,430201
bubblesort,32528,2870753
bubblesort,15835,536684
bubblesort,87487,24188110
bubblesort,89713,25565332
bubblesort,37184,4034161
bubblesort,55070,9228520
bubblesort,19478,859625
bubblesort,72474,16340307
bubblesort,92036,26515770
bubblesort,69831,14837198
bubblesort,6080,74961
bubblesort,37746,4128073
bubblesort,19972,954704
bubblesort,45526,6239092
bubblesort,23617,1415537
bubblesort,97555,29600814
bubblesort,68959,14815141
bubblesort,9659,197094
bubblesort,89098,25123787
bubblesort,18093,770130
bubblesort,62631,12038643
bubblesort,20243,986496
bubblesort,17961,716501
bubblesort,85525,23041559
bubblesort,65078,13318207
bubblesort,56832,10129275
bubblesort,51781,8224256
bubblesort,42528,5469759
bubblesort,13227,400861
bubblesort,97171,30311175
bubblesort,25830,1816849
bubblesort,45520,6405131
bubblesort,95694,29594866
bubblesort,37307,4122748
bubblesort,10011,222354
bubblesort,9609,204722
bubblesort,13139,405613
bubblesort,13872,447536
bubblesort,65173,13405079
bubblesort,72395,16829410
bubblesort,18156,762216
bubblesort,77961,19514707
bubblesort,55937,9674656
bubblesort,90470,26385970
bubblesort,28330,2227347
bubblesort,54138,9165111
bubblesort,26309,1882480
bubblesort,98408,31509155
bubblesort,49663,7688753
bubblesort,84824,23242486
bubblesort,85769,23970820
bubblesort,41027,4898506
bubblesort,37821,4090682
bubblesort,68352,14999043
bubblesort,27093,2007279
bubblesort,28264,2178726
bubblesort,21109,1227667
bubblesort,13551,443688
bubblesort,71849,16298316
bubblesort,85223,23337620
bubblesort,19144,859100
bubblesort,70784,15815053
bubblesort,87410,24396824
bubblesort,35995,3822659
bubblesort,13644,413832
bubblesort,51370,8124721
bubblesort,77153,18751641
bubblesort,9450,193779
bubblesort,63315,12581764
bubblesort,36366,3754441
bubblesort,93026,27804705
bubblesort,38669,4460643
bubblesort,7437,117745
bubblesort,31430,2807888
bubblesort,90600,26386566
bubblesort,84528,22826835
bubblesort,96408,30138847
bubblesort,86720,24011512
bubblesort,52933,8539212
bubblesort,5489,69224
bubblesort,29689,2368711
bubblesort,83491,22479831
bubblesort,44981,6101056
bubblesort,75885,17965905
bubblesort,11701,291326
bubblesort,31286,2791260
bubblesort,11219,270390
bubblesort,81364,20903731
bubblesort,33665,3217443
bubblesort,43091,5666077
bubblesort,71257,16140903
bubblesort,28781,2302531
bubblesort,57239,10125911
bubblesort,52744,8517936
bubblesort,58427,10712858
bubblesort,10397,244806
bubblesort,67825,14600321
bubblesort,64753,13449776
bubblesort,86797,24171569
bubblesort,45810,6383117
bubblesort,26005,1783121
bubblesort,72151,16200841
bubblesort,79416,20078519
bubblesort,5449,63671
bubblesort,15228,526374
bubblesort,47340,6884515
bubblesort,47692,6851527
bubblesort,54823,9274531
bubblesort,19768,956642
bubblesort,61772,12140034
bubblesort,52335,8528777
bubblesort,55124,9511616
bubblesort,11230,279785
bubblesort,49423,7345924
bubblesort,75945,18035214
bubblesort,78580,19621193
bubblesort,95072,29243912
bubblesort,54413,9043322
bubblesort,89902,26146434
bubblesort,97766,30738418
bubblesort,61511,11839014
bubblesort,21898,1232008
bubblesort,51687,8279070
bubblesort,77502,19319293
bubblesort,90991,26753061
bubblesort,81731,21141344
bubblesort,70895,15969118
bubblesort,16484,637653
bubblesort,77672,19409820
bubblesort,23238,1394376
bubblesort,31079,2710728
bubblesort,38290,4290904
bubblesort,5771,72402
bubblesort,51512,8311050
bubblesort,48511,7288952
bubblesort,47534,6861244
bubblesort,56776,9846947
bubblesort,69879,15408949
bubblesort,17315,722254
bubblesort,87473,24529523
bubblesort,48685,7139617
bubblesort,71687,16280398
bubblesort,26011,1764450
bubblesort,92033,27188144
bubblesort,53601,8714519
bubblesort,24920,1661910
bubblesort,33179,3108525
bubblesort,97213,30409778
bubblesort,13922,425278
bubblesort,18511,783909
bubblesort,93553,28201682
bubblesort,91062,26417024
bubblesort,11990,316030
bubblesort,60989,11641312
bubblesort,5882,73349
bubblesort,53009,8502456
bubblesort,74858,17784557
bubblesort,12093,341633
bubblesort,21223,1080604
bubblesort,11183,286927
bubblesort,46854,6805124
bubblesort,55042,9431258
bubblesort,97903,31021096
bubblesort,81794,21417464
bubblesort,45438,6172717
bubblesort,30704,2684204
bubblesort,7802,131086
bubblesort,31518,2848955
bubblesort,86048,23916743
bubblesort,10279,223602
bubblesort,24036,1494335
bubblesort,93085,27894021
bubblesort,92177,27280445
bubblesort,86219,23838214
bubblesort,37158,4085927
bubblesort,88221,24748461
bubblesort,74933,18032692
bubblesort,24822,1625224
bubblesort,92949,27683229
bubblesort,55778,9809657
bubblesort,45603,6310372
bubblesort,84700,22783061
bubblesort,15850,576630
bubblesort,27065,1966288
bubblesort,14586,466886
bubblesort,39854,4683365
bubblesort,37076,3937712
bubblesort,18444,783166
bubblesort,9587,192224
bubblesort,22197,1234973
bubblesort,67734,14426523
bubblesort,72894,16740296
bubblesort,89567,23538903
bubblesort,20092,583707
bubblesort,49121,6930472
bubblesort,57715,9471332
bubblesort,91449,25724880
bubblesort,30708,2562915
bubblesort,46273,6265486
bubblesort,38569,4354110
bubblesort,73593,16796946
bubblesort,6889,97717
bubblesort,22959,1319303
bubblesort,35422,3536811
bubblesort,67445,14092418
bubblesort,80183,20027212
bubblesort,80698,20255972
bubblesort,9022,181705
bubblesort,12117,329129
bubblesort,70725,15748018
bubblesort,41447,5100826
bubblesort,59768,11043441
bubblesort,32962,3035446
bubblesort,88955,24641783
bubblesort,14029,451589
bubblesort,75563,17722745
bubblesort,29431,2409357
bubblesort,18788,824983
bubblesort,31360,2731440
bubblesort,63034,12153782
bubblesort,6612,98008
bubblesort,62481,11903961
bubblesort,58030,10317952
bubblesort,76411,18062839
bubblesort,54482,9087602
bubblesort,68348,14434460
bubblesort,81884,21615213
bubblesort,55267,9430535
bubblesort,40138,4818942
bubblesort,83612,22037811
bubblesort,23582,1426559
bubblesort,26815,1919847
bubblesort,79680,20440015
bubblesort,32557,2968248
bubblesort,54603,9283112
bubblesort,9996,234907
bubblesort,82186,21752304
bubblesort,15865,589332
bubblesort,21012,1078646
bubblesort,22650,1268708
bubblesort,53534,8988964
bubblesort,21591,1155604
bubblesort,14780,485530
bubblesort,33033,3118578
bubblesort,93916,28185734
bubblesort,31643,2884962
bubblesort,87039,24676648
bubblesort,62063,12146099
bubblesort,59666,11166855
bubblesort,63323,12533666
bubblesort,26544,1881656
bubblesort,61956,12041898
bubblesort,99586,31737786
bubblesort,7680,126854
bubblesort,62082,12100746
bubblesort,12722,350917
bubblesort,60041,11180654
bubblesort,33994,3321458
bubblesort,97619,30731677
bubblesort,69567,15462264
bubblesort,13775,410357
bubblesort,77013,18893355
bubblesort,36980,3952839
bubblesort,82732,21684692
bubblesort,80800,20584944
bubblesort,75815,18082471
bubblesort,51808,8241533
bubblesort,91645,27239882
bubblesort,33245,3164892
bubblesort,25707,1751644
bubblesort,32292,3012902
bubblesort,77454,19231070
bubblesort,39125,4547322
bubblesort,97765,30538333
bubblesort,66143,13995320
bubblesort,58099,10323410
bubblesort,19135,854685
bubblesort,20351,954579
bubblesort,43517,5775825
bubblesort,21397,1103675
bubblesort,84447,22784349
bubblesort,54191,9222889
bubblesort,46247,6509581
bubblesort,92711,27411817
bubblesort,44329,5811325
bubblesort,81354,20977534
bubblesort,65039,13298477
bubblesort,66982,14226413
bubblesort,71758,16253417
bubblesort,89637,25967268
bubblesort,20812,1095204
bubblesort,46489,6482130
bubblesort,52536,8436820
bubblesort,9790,208289
bubblesort,54701,9336682
bubblesort,78864,19794173
bubblesort,59999,11184331
bubblesort,76693,18892479
bubblesort,80617,20530119
bubblesort,40985,4900753
bubblesort,59558,11251301
bubblesort,99752,32290393
bubblesort,37804,4209013
bubblesort,96572,29924550
bubblesort,81912,20713699
bubblesort,14313,454252
bubblesort,5168,56330
bubblesort,67427,14506753
bubblesort,69768,15362664
bubblesort,61342,11872142
bubblesort,89630,25862058
bubblesort,51668,8338990
bubblesort,70801,16122548
bubblesort,19062,867238
bubblesort,16498,622060
bubblesort,95854,29175116
bubblesort,69117,15298312
bubblesort,99257,31440488
bubblesort,24421,1528120
bubblesort,27508,2061778
bubblesort,92027,27114368
bubblesort,77141,18901667
bubblesort,41829,5227229
bubblesort,28826,2248874
bubblesort,36064,3755104
bubblesort,30021,2649946
bubblesort,79448,20081165
bubblesort,32581,2994581
bubblesort,85628,23467001
bubblesort,6983,112293
bubblesort,87039,24319261
bubblesort,79261,20030626
bubblesort,21164,1109039
bubblesort,7896,143915
bubblesort,95693,29497169
bubblesort,8036,137832
bubblesort,32086,2889577
bubblesort,52608,8653767
bubblesort,55709,9605724
bubblesort,67495,14278617
bubblesort,40326,4783329
bubblesort,60813,11481397
bubblesort,50596,7790700
bubblesort,42872,5512822
bubblesort,66752,13994800
bubblesort,96067,29774309
bubblesort,88993,25394207
bubblesort,71263,15972032
